;Identifiant du compteur;Nom du compteur;Identifiant du site de comptage;Nom du site de comptage;Comptage horaire;Date et heure de comptage;Date d'installation du site de comptage;Coordonnées géographiques;mois_annee_comptage;date_heure;annee;mois;jour;jour_sem;heure;Saisons;Lat;Lon;code_postal;degrés;pluie%;vent_kmh;coco
7787;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;7.0;2022-12-05T06:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-05 06:00:00;2022;12;5;0;6;automne;48.83504;2.33314;75014;2.0;94.0;7.6;Nuageux
7788;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;65.0;2022-11-11T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-11 18:00:00;2022;11;11;4;18;automne;48.83504;2.33314;75014;11.0;86.0;9.4;Nuageux
7789;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;6.0;2022-11-19T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 05:00:00;2022;11;19;5;5;automne;48.83504;2.33314;75014;6.8;87.0;5.4;Clair
7790;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;72.0;2022-12-05T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-05 07:00:00;2022;12;5;0;7;automne;48.83504;2.33314;75014;2.1;92.0;7.6;Nuageux
7791;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;67.0;2022-11-11T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-11 19:00:00;2022;11;11;4;19;automne;48.83504;2.33314;75014;10.7;88.0;7.6;Nuageux
7792;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;71.0;2022-11-19T08:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 08:00:00;2022;11;19;5;8;automne;48.83504;2.33314;75014;6.9;89.0;5.4;Clair
7793;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;82.0;2022-12-05T10:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-05 10:00:00;2022;12;5;0;10;automne;48.83504;2.33314;75014;2.1;92.0;7.6;Nuageux
7794;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;33.0;2022-11-11T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-11 21:00:00;2022;11;11;4;21;automne;48.83504;2.33314;75014;9.9;92.0;7.6;Nuageux
7795;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;115.0;2022-11-19T10:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 10:00:00;2022;11;19;5;10;automne;48.83504;2.33314;75014;8.6;82.0;9.4;Clair
7796;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;55.0;2022-12-05T11:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-05 11:00:00;2022;12;5;0;11;automne;48.83504;2.33314;75014;2.2;90.0;5.4;Nuageux
7797;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;12.0;2022-11-12T01:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-12 01:00:00;2022;11;12;5;1;automne;48.83504;2.33314;75014;8.6;96.0;7.6;Clair
7798;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;112.0;2022-11-19T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 12:00:00;2022;11;19;5;12;automne;48.83504;2.33314;75014;10.1;73.0;7.6;Clair
7799;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;65.0;2022-12-05T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-05 12:00:00;2022;12;5;0;12;automne;48.83504;2.33314;75014;2.6;88.0;5.4;Nuageux
7800;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;110.0;2022-11-12T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-12 12:00:00;2022;11;12;5;12;automne;48.83504;2.33314;75014;12.8;79.0;3.6;Clair
7801;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;123.0;2022-11-19T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 13:00:00;2022;11;19;5;13;automne;48.83504;2.33314;75014;11.3;70.0;11.2;Clair
7802;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;101.0;2022-12-05T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-05 19:00:00;2022;12;5;0;19;automne;48.83504;2.33314;75014;3.4;84.0;7.6;Nuageux
7803;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;111.0;2022-11-12T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-12 13:00:00;2022;11;12;5;13;automne;48.83504;2.33314;75014;14.7;72.0;5.4;Clair
7804;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;106.0;2022-11-19T14:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 14:00:00;2022;11;19;5;14;automne;48.83504;2.33314;75014;11.3;67.0;11.2;Nuageux
7805;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;20.0;2022-12-05T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-05 22:00:00;2022;12;5;0;22;automne;48.83504;2.33314;75014;2.3;89.0;4.3;Nuageux
7806;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;145.0;2022-11-12T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-12 15:00:00;2022;11;12;5;15;automne;48.83504;2.33314;75014;14.7;78.0;3.6;Clair
7807;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;84.0;2022-11-19T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 18:00:00;2022;11;19;5;18;automne;48.83504;2.33314;75014;9.4;79.0;7.6;Nuageux
7808;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-12-06T02:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-06 02:00:00;2022;12;6;1;2;automne;48.83504;2.33314;75014;3.2;87.0;9.4;Clair
7809;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;73.0;2022-11-12T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-12 19:00:00;2022;11;12;5;19;automne;48.83504;2.33314;75014;12.1;92.0;7.6;Clair
7810;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;75.0;2022-11-19T20:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 20:00:00;2022;11;19;5;20;automne;48.83504;2.33314;75014;8.9;81.0;7.6;Clair
7811;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-12-06T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-06 04:00:00;2022;12;6;1;4;automne;48.83504;2.33314;75014;3.4;89.0;7.6;Nuageux
7812;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;68.0;2022-11-12T20:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-12 20:00:00;2022;11;12;5;20;automne;48.83504;2.33314;75014;11.9;93.0;3.6;Nuageux
7813;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;41.0;2022-11-19T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 21:00:00;2022;11;19;5;21;automne;48.83504;2.33314;75014;8.1;84.0;9.4;Clair
7814;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;13.0;2022-12-06T06:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-06 06:00:00;2022;12;6;1;6;automne;48.83504;2.33314;75014;3.5;90.0;1.8;Nuageux
7815;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;19.0;2022-11-12T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-12 23:00:00;2022;11;12;5;23;automne;48.83504;2.33314;75014;10.6;97.0;5.4;Nuageux
7816;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;18.0;2022-11-19T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 22:00:00;2022;11;19;5;22;automne;48.83504;2.33314;75014;8.3;82.0;9.4;Clair
7817;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;365.0;2022-12-06T08:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-06 08:00:00;2022;12;6;1;8;automne;48.83504;2.33314;75014;4.1;90.0;5.4;Nuageux
7818;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-11-13T06:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-13 06:00:00;2022;11;13;6;6;automne;48.83504;2.33314;75014;8.2;97.0;3.6;Nuageux
7819;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;19.0;2022-11-19T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-19 23:00:00;2022;11;19;5;23;automne;48.83504;2.33314;75014;8.5;78.0;9.4;Clair
7820;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;59.0;2022-12-06T14:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-06 14:00:00;2022;12;6;1;14;automne;48.83504;2.33314;75014;5.2;94.0;7.6;Nuageux
7821;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;9.0;2022-11-13T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-13 07:00:00;2022;11;13;6;7;automne;48.83504;2.33314;75014;7.6;97.0;5.4;Nuageux
7822;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;8.0;2022-11-20T01:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 01:00:00;2022;11;20;6;1;automne;48.83504;2.33314;75014;7.6;76.0;7.6;Nuageux
7823;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;63.0;2022-12-06T16:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-06 16:00:00;2022;12;6;1;16;automne;48.83504;2.33314;75014;5.2;88.0;7.6;Nuageux
7824;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;46.0;2022-11-13T09:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-13 09:00:00;2022;11;13;6;9;automne;48.83504;2.33314;75014;8.3;95.0;11.2;Nuageux
7825;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;7.0;2022-11-20T03:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 03:00:00;2022;11;20;6;3;automne;48.83504;2.33314;75014;6.4;80.0;7.6;Clair
7826;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;122.0;2022-12-06T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-06 18:00:00;2022;12;6;1;18;automne;48.83504;2.33314;75014;3.8;89.0;14.8;Nuageux
7827;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;69.0;2022-11-13T10:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-13 10:00:00;2022;11;13;6;10;automne;48.83504;2.33314;75014;9.3;93.0;5.4;Nuageux
7828;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-11-20T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 04:00:00;2022;11;20;6;4;automne;48.83504;2.33314;75014;5.3;87.0;5.4;Nuageux
7829;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;33.0;2022-12-06T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-06 22:00:00;2022;12;6;1;22;automne;48.83504;2.33314;75014;-0.7;100.0;6.5;Clair
7830;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;109.0;2022-11-13T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-13 15:00:00;2022;11;13;6;15;automne;48.83504;2.33314;75014;14.2;75.0;3.6;Clair
7831;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;6.0;2022-11-20T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 05:00:00;2022;11;20;6;5;automne;48.83504;2.33314;75014;5.6;87.0;9.4;Nuageux
7832;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;276.0;2022-12-07T08:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-07 08:00:00;2022;12;7;2;8;automne;48.83504;2.33314;75014;2.8;93.0;3.6;Nuageux
7833;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;49.0;2022-11-13T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-13 18:00:00;2022;11;13;6;18;automne;48.83504;2.33314;75014;10.5;86.0;9.4;Clair
7834;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-11-20T06:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 06:00:00;2022;11;20;6;6;automne;48.83504;2.33314;75014;5.5;86.0;11.2;Nuageux
7835;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;205.0;2022-12-07T09:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-07 09:00:00;2022;12;7;2;9;automne;48.83504;2.33314;75014;3.5;91.0;7.6;Nuageux
7836;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-11-14T03:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-14 03:00:00;2022;11;14;0;3;automne;48.83504;2.33314;75014;6.3;96.0;7.6;Nuageux
7837;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;36.0;2022-11-20T09:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 09:00:00;2022;11;20;6;9;automne;48.83504;2.33314;75014;6.4;84.0;7.6;Pluie
7838;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;87.0;2022-12-07T11:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-07 11:00:00;2022;12;7;2;11;automne;48.83504;2.33314;75014;5.9;81.0;11.2;Nuageux
7839;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-11-14T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-14 04:00:00;2022;11;14;0;4;automne;48.83504;2.33314;75014;6.1;96.0;3.6;Nuageux
7840;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;44.0;2022-11-20T10:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 10:00:00;2022;11;20;6;10;automne;48.83504;2.33314;75014;6.6;89.0;11.2;Pluie
7841;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;98.0;2022-12-07T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-07 13:00:00;2022;12;7;2;13;automne;48.83504;2.33314;75014;6.4;80.0;7.6;Nuageux
7842;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;80.0;2022-11-14T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-14 13:00:00;2022;11;14;0;13;automne;48.83504;2.33314;75014;10.3;87.0;7.6;Clair
7843;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;55.0;2022-11-20T17:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 17:00:00;2022;11;20;6;17;automne;48.83504;2.33314;75014;9.1;79.0;11.2;Clair
7844;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;103.0;2022-12-07T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-07 18:00:00;2022;12;7;2;18;automne;48.83504;2.33314;75014;5.7;82.0;5.4;Nuageux
7845;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;63.0;2022-11-14T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-14 15:00:00;2022;11;14;0;15;automne;48.83504;2.33314;75014;12.5;88.0;11.2;Nuageux
7846;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;37.0;2022-11-20T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 19:00:00;2022;11;20;6;19;automne;48.83504;2.33314;75014;8.5;82.0;11.2;Pluie
7847;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;10.0;2022-12-07T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-07 23:00:00;2022;12;7;2;23;automne;48.83504;2.33314;75014;4.8;88.0;5.4;Nuageux
7848;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;124.0;2022-11-14T17:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-14 17:00:00;2022;11;14;0;17;automne;48.83504;2.33314;75014;12.8;89.0;5.4;Nuageux
7849;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;12.0;2022-11-20T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 21:00:00;2022;11;20;6;21;automne;48.83504;2.33314;75014;8.8;83.0;16.6;Clair
7850;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-12-08T00:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-08 00:00:00;2022;12;8;3;0;automne;48.83504;2.33314;75014;4.6;88.0;3.6;Nuageux
7851;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-11-15T02:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-15 02:00:00;2022;11;15;1;2;automne;48.83504;2.33314;75014;8.7;92.0;11.2;Nuageux
7852;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;6.0;2022-11-20T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-20 23:00:00;2022;11;20;6;23;automne;48.83504;2.33314;75014;8.6;84.0;7.6;Clair
7853;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;8.0;2022-12-08T06:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-08 06:00:00;2022;12;8;3;6;automne;48.83504;2.33314;75014;2.6;93.0;7.6;Nuageux
7854;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-11-15T03:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-15 03:00:00;2022;11;15;1;3;automne;48.83504;2.33314;75014;7.9;92.0;7.6;Nuageux
7855;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;118.0;2022-11-21T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-21 07:00:00;2022;11;21;0;7;automne;48.83504;2.33314;75014;6.4;94.0;7.6;Nuageux
7856;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;69.0;2022-12-08T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-08 13:00:00;2022;12;8;3;13;automne;48.83504;2.33314;75014;3.5;83.0;5.4;Nuageux
7857;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;10.0;2022-11-15T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-15 05:00:00;2022;11;15;1;5;automne;48.83504;2.33314;75014;8.0;92.0;13.0;Nuageux
7858;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;61.0;2022-11-21T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-21 13:00:00;2022;11;21;0;13;automne;48.83504;2.33314;75014;7.9;90.0;13.0;Pluie
7859;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;136.0;2022-12-08T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-08 18:00:00;2022;12;8;3;18;automne;48.83504;2.33314;75014;3.7;81.0;3.6;Nuageux
7860;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;15.0;2022-11-15T06:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-15 06:00:00;2022;11;15;1;6;automne;48.83504;2.33314;75014;8.4;93.0;9.4;Nuageux
7861;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;29.0;2022-11-21T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-21 15:00:00;2022;11;21;0;15;automne;48.83504;2.33314;75014;7.4;93.0;18.4;Pluie
7862;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;48.0;2022-12-08T20:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-08 20:00:00;2022;12;8;3;20;automne;48.83504;2.33314;75014;3.2;80.0;5.4;Nuageux
7863;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;388.0;2022-11-15T08:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-15 08:00:00;2022;11;15;1;8;automne;48.83504;2.33314;75014;9.4;93.0;14.8;Nuageux
7864;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;46.0;2022-11-21T20:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-21 20:00:00;2022;11;21;0;20;automne;48.83504;2.33314;75014;7.3;80.0;20.5;Clair
7865;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;20.0;2022-12-08T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-08 23:00:00;2022;12;8;3;23;automne;48.83504;2.33314;75014;3.7;84.0;5.4;Nuageux
7866;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;39.0;2022-11-15T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-15 15:00:00;2022;11;15;1;15;automne;48.83504;2.33314;75014;12.6;94.0;13.0;Pluie
7867;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;19.0;2022-11-21T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-21 21:00:00;2022;11;21;0;21;automne;48.83504;2.33314;75014;6.7;83.0;14.8;Clair
7868;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-12-09T00:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-09 00:00:00;2022;12;9;4;0;automne;48.83504;2.33314;75014;3.8;85.0;7.6;Nuageux
7869;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;53.0;2022-11-15T16:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-15 16:00:00;2022;11;15;1;16;automne;48.83504;2.33314;75014;12.8;93.0;13.0;Pluie
7870;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;15.0;2022-11-21T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-21 23:00:00;2022;11;21;0;23;automne;48.83504;2.33314;75014;5.3;86.0;7.6;Clair
7871;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;11.0;2022-12-09T01:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-09 01:00:00;2022;12;9;4;1;automne;48.83504;2.33314;75014;3.7;84.0;9.4;Nuageux
7872;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-11-16T03:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-16 03:00:00;2022;11;16;2;3;automne;48.83504;2.33314;75014;8.3;94.0;9.4;Clair
7873;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-11-22T00:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-22 00:00:00;2022;11;22;1;0;automne;48.83504;2.33314;75014;5.2;86.0;13.0;Clair
7874;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-12-09T03:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-09 03:00:00;2022;12;9;4;3;automne;48.83504;2.33314;75014;3.1;91.0;11.2;Nuageux
7875;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;119.0;2022-11-16T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-16 07:00:00;2022;11;16;2;7;automne;48.83504;2.33314;75014;8.7;94.0;14.8;Nuageux
7876;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-11-22T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-22 04:00:00;2022;11;22;1;4;automne;48.83504;2.33314;75014;5.8;88.0;13.0;Nuageux
7877;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;5.0;2022-12-09T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-12;2022-12-09 05:00:00;2022;12;9;4;5;automne;48.83504;2.33314;75014;2.0;90.0;13.0;Nuageux
7878;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;315.0;2022-11-16T08:00:00+01:00;2012-02-22;48.83504,2.33314;2022-11;2022-11-16 08:00:00;2022;11;16;2;8;automne;48.83504;2.33314;75014;9.7;94.0;13.0;Nuageux
